Strain	Original_name	Group	Version	Status	Genome number	ShortTaxName	Locus tag	File name	Locus tag (Strain)	File name (Strain)	Locus tag (Strain no underscore)	Taxonomy_rp15	Taxonomy_GtoTree	Accession	Alternative Names	arCOG Taxonomy	CheckM Completeness v1,2,1	CheckM Contamination v1,2,1	Genome_quality	Genome_quality_score	GTDB-Tk v1.5.1 Classsification	GTDB-Tk v1.3.0 Classification		OriginLab	Date_added	Complete_genome	Notes
MP5_1_791	MP5_1_791	00_published	v01		00044	HeGe	HeGe_00044	HeGe_00044_GCA_016840945	HeGe_MP5_1_791	HeGe_MP5_1_791_p	HeGe__MP5_1_791_	HeGerd	HeGerd	GCA_016840945_1_ASM1684094v1		Gerdarchaeia	85,98	0,47	medium_quality	83,63	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__		published	2022/07/06		
MP5_1239	MP5_1239	00_published	v01		00588	Thor	Thor_00588	Thor_00588_GCA_016840925	Thor_MP5_1239	Thor_MP5_1239_p	Thor__MP5_1239_	Thor	Thor	GCA_016840925_1_ASM1684092v1		Thorarchaeota	68,69	0	medium_quality	68,69	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__		published	2022/07/06		
MP5_1423	MP5_1423	00_published	v01		00589	Thor	Thor_00589	Thor_00589_GCA_016840885	Thor_MP5_1423	Thor_MP5_1423_p	Thor__MP5_1423_	Thor	Thor	GCA_016840885_1_ASM1684088v1		Thorarchaeota	71,73	6,31	medium_quality	40,18	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__TEKIR-14;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__		published	2022/07/06		
MP5_2_2012	MP5_2_2012	00_published	v01		00045	HeGe	HeGe_00045	HeGe_00045_GCA_016840905	HeGe_MP5_2_2012	HeGe_MP5_2_2012_p	HeGe__MP5_2_2012_		HeGerd	GCA_016840905_1_ASM1684090v1		Gerdarchaeia	68,15	0	medium_quality	68,15	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__		published	2022/07/06		
MP5_2226	MP5_2226	00_published	v01		00590	Thor	Thor_00590	Thor_00590_GCA_016840825	Thor_MP5_2226	Thor_MP5_2226_p	Thor__MP5_2226_	Thor	Thor	GCA_016840825_1_ASM1684082v1		Thorarchaeota	85,91	0	medium_quality	85,91	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__TEKIR-14;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__		published	2022/07/06		
MP5_2600	MP5_2600	00_published	v01		00591	Thor	Thor_00591	Thor_00591_GCA_016840855	Thor_MP5_2600	Thor_MP5_2600_p	Thor__MP5_2600_	Thor	Thor	GCA_016840855_1_ASM1684085v1		Thorarchaeota	85,05	0,93	medium_quality	80,4	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__		published	2022/07/06		
MP5_5_1427	MP5_5_1427	00_published	v01		00592	Thor	Thor_00592	Thor_00592_GCA_016840845	Thor_MP5_5_1427	Thor_MP5_5_1427_p	Thor__MP5_5_1427_	Thor	Thor	GCA_016840845_1_ASM1684084v1		Thorarchaeota	72,54	4,52	medium_quality	49,94	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__TEKIR-14;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__		published	2022/07/06		
MP5_5_633	MP5_5_633	00_published	v01		00593	Thor	Thor_00593	Thor_00593_GCA_016840785	Thor_MP5_5_633	Thor_MP5_5_633_p	Thor__MP5_5_633_	Thor	Thor	GCA_016840785_1_ASM1684078v1		Thorarchaeota	80,84	0,47	medium_quality	78,49	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__		published	2022/07/06		
MP8T_1	MP8T_1	00_published	v01		00594	Thor	Thor_00594	Thor_00594_GCA_002825465	Thor_MP8T_1	Thor_MP8T_1_p	Thor__MP8T_1_	Thor	Thor	GCA_002825465_1_ASM282546v1		Thorarchaeota	92,06	5,3	medium_quality	65,56	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp002825465	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp002825465		published	2022/07/06		
MP9T_1	MP9T_1	00_published	v01		00595	Thor	Thor_00595	Thor_00595_GCA_002825535	Thor_MP9T_1	Thor_MP9T_1_p	Thor__MP9T_1_	Thor	Thor	GCA_002825535_1_ASM282553v1		Thorarchaeota	84,58	1,01	medium_quality	79,53	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp002825535	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp002825535		published	2022/07/06		
N1B_bin6.179	N1B_bin6.179	00_published	v01		00149	HeHo	HeHo_00149	HeHo_00149_GCA_016839295	HeHo_N1B_bin6_179	HeHo_N1B_bin6_179_p	HeHo__N1B_bin6179_	HeHod	HeHod	GCA_016839295_1_ASM1683929v1		Skadiarchaeia	93,93	1,94	high_quality	84,23	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__B3-JM-08 sp011364965	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__		published	2022/07/06		
N1B_bin8.272	N1B_bin8.272	00_published	v01		00415	Loki	Loki_00415	Loki_00415_GCA_016839315	Loki_N1B_bin8_272	Loki_N1B_bin8_272_p	Loki__N1B_bin8272_	Loki	Loki	GCA_016839315_1_ASM1683931v1		Lokiarchaeota	88,79	3,74	medium_quality	70,09	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp011364975	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		published	2022/07/06		
QC4_bin_49	QC4_bin_49	01_unpublished_bakerlab	v01		00250	Jord	Jord_00250	Jord_00250	Jord_QC4_bin_49	Jord_QC4_bin_49	Jord__QC4_bin_49_	Jord	Jord		Freyarchaeote_QC4B49	Freyarchaeota	79,12	0	medium_quality	79,12	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__DTBI01;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__		bakerlab	2022/07/06		
QZM_A2_3_bin_3	QZM_A2_3_bin_3	01_unpublished_bakerlab	v01		00251	Jord	Jord_00251	Jord_00251	Jord_QZM_A2_3_bin_3	Jord_QZM_A2_3_bin_3	Jord__QZM_A2_3_bin_3_		Jord		Freyarchaeote_QZMA23B3	Freyarchaeota	88,01	3,74	medium_quality	69,31	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Odinarchaeales;f__;g__;s__		bakerlab	2022/07/06		
QZM_A2_bin_5	QZM_A2_bin_5	01_unpublished_bakerlab	v01		00252	Jord	Jord_00252	Jord_00252	Jord_QZM_A2_bin_5	Jord_QZM_A2_bin_5	Jord__QZM_A2_bin_5_	Jord	Jord		Freyarchaeote_QZMA2B5	Freyarchaeota	95,79	4,21	high_quality	74,74	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Odinarchaeales;f__;g__;s__		bakerlab	2022/07/06		
QZM_A3_bin_5	QZM_A3_bin_5	01_unpublished_bakerlab	v01		00253	Jord	Jord_00253	Jord_00253	Jord_QZM_A3_bin_5	Jord_QZM_A3_bin_5	Jord__QZM_A3_bin_5_	Jord	Jord		Freyarchaeote_QZMA3B5	Freyarchaeota	96,73	4,21	high_quality	75,68	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Odinarchaeales;f__;g__;s__		bakerlab	2022/07/06		
RBG_13_45_8	RBG_13_45_8	01_unpublished_bakerlab	v01		00416	Loki	Loki_00416	Loki_00416	Loki_RBG_13_45_8	Loki_RBG_13_45_8	Loki__RBG_13_45_8_		Loki			Lokiarchaeota	67,59	1,87	medium_quality	58,24	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__CR-4;g__CR-4;s__CR-4 sp001940655	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__CR-4;g__CR-4;s__CR-4 sp001940655		bakerlab	2022/07/06		
RBin_035	RBin_035	00_published	v01		00417	Loki	Loki_00417	Loki_00417_GCA_014730125	Loki_RBin_035	Loki_RBin_035_p	Loki__RBin_035_	Loki	Loki	GCA_014730125_1_ASM1473012v1		Lokiarchaeota	91,59	3,74	high_quality	72,89	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__TEKIR-8;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__;s__		published	2022/07/06		
RBin_111	RBin_111	00_published	v01		00599	Thor	Thor_00599	Thor_00599_GCA_014728035	Thor_RBin_111	Thor_RBin_111_p	Thor__RBin_111_	Thor	Thor	GCA_014728035_1_ASM1472803v1		Thorarchaeota	93,46	4,21	high_quality	72,41	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SHMX01;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__		published	2022/07/06		
RBin_125	RBin_125	00_published	v01		00418	Loki	Loki_00418	Loki_00418_GCA_014729315	Loki_RBin_125	Loki_RBin_125_p	Loki__RBin_125_		Loki	GCA_014729315_1_ASM1472931v1		Lokiarchaeota	76,64	3,74	medium_quality	57,94	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__;s__		published	2022/07/06		
RPA3	RPA3	01_unpublished_bakerlab	v01		00453	Odin	Odin_00453	Odin_00453	Odin_RPA3	Odin_RPA3	Odin__RPA3_	Odin	Odin		Odinarchaeote_RPA3	Odinarchaeota	94,39	1,87	high_quality	85,04	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia_A;o__Odinarchaeales;f__LCB-4;g__LCB-4;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Odinarchaeales;f__LCB-4;g__LCB-4;s__		bakerlab	2022/07/06		
RPD1	RPD1	01_unpublished_bakerlab	v01		00254	Jord	Jord_00254	Jord_00254	Jord_RPD1	Jord_RPD1	Jord__RPD1_	Jord	Jord		Freyarchaeote_RPD1	Freyarchaeota	62,28	2,8	medium_quality	48,28	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__DTBI01;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__		bakerlab	2022/07/06		
RPF2	RPF2	01_unpublished_bakerlab	v01		00255	Jord	Jord_00255	Jord_00255	Jord_RPF2	Jord_RPF2	Jord__RPF2_	Jord	Jord		Freyarchaeote_RPF2	Freyarchaeota	94,55	3,27	high_quality	78,2	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Odinarchaeales;f__;g__;s__		bakerlab	2022/07/06		
RS678	RS678	00_published	v01		00191	HeKa	HeKa_00191	HeKa_00191_GCA_002728275	HeKa_RS678	HeKa_RS678_p	HeKa__RS678_	HeKari	HeKari	GCA_002728275_1_ASM272827v1		Heimdallarchaeia	83,18	1,87	medium_quality	73,83	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__GCA-2728275;s__GCA-2728275 sp002728275	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__GCA-2728275;s__GCA-2728275 sp002728275		published	2022/07/06		
S012_26_esom	S012_26_esom	00_published	v01		00192	HeKa	HeKa_00192	HeKa_00192_GCA_015523565	HeKa_S012_26_esom	HeKa_S012_26_esom_p	HeKa__S012_26_esom_	HeKari	HeKari	GCA_015523565_1_ASM1552356v1		Heimdallarchaeia	91,12	2,34	high_quality	79,42	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__;g__;s__		published	2022/07/06		
S139_21	S139_21	00_published	v01		00193	HeKa	HeKa_00193	HeKa_00193_GCA_015522385	HeKa_S139_21	HeKa_S139_21_p	HeKa__S139_21_	HeKari	HeKari	GCA_015522385_1_ASM1552238v1		Heimdallarchaeia	88,86	4,21	medium_quality	67,81	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__;g__;s__		published	2022/07/06		
S143_49_esom	S143_49_esom	00_published	v01		00178	HeNj	HeNj_00178	HeNj_00178_GCA_015521395	HeNj_S143_49_esom	HeNj_S143_49_esom_p	HeNj__S143_49_esom_	HeNjord	HeNjord	GCA_015521395_1_ASM1552139v1		Idunnarchaeota	75,86	0,47	medium_quality	73,51	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__		published	2022/07/06		
S146_22	S146_22	00_published	v01		00150	HeHo	HeHo_00150	HeHo_00150_GCA_015520535	HeHo_S146_22	HeHo_S146_22_p	HeHo__S146_22_		HeHod	GCA_015520535_1_ASM1552053v1		Skadiarchaeia	83,06	1,87	medium_quality	73,71	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__		published	2022/07/06		
S2_bin16	S2_bin16	01_unpublished_bakerlab	v01		00419	Loki	Loki_00419	Loki_00419	Loki_S2_bin16	Loki_S2_bin16	Loki__S2_bin16_		Loki			Lokiarchaeota	83,8	6,07	medium_quality	53,45	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__AMARA-1;g__Prometheoarchaeum;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__AMARA-1;g__;s__		bakerlab	2022/07/06		
S2_bin19	S2_bin19	01_unpublished_bakerlab	v01		00600	Thor	Thor_00600	Thor_00600	Thor_S2_bin19	Thor_S2_bin19	Thor__S2_bin19_		Thor			Thorarchaeota	51,56	5,58	medium_quality	23,66	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__		bakerlab	2022/07/06		
S2_bin51	S2_bin51	01_unpublished_bakerlab	v01		00090	HeHe	HeHe_00090	HeHe_00090	HeHe_S2_bin51	HeHe_S2_bin51	HeHe__S2_bin51_	HeHeimdall	HeHeimdall			Heimdallarchaeia	91,59	1,4	high_quality	84,59	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__		bakerlab	2022/07/06		
S4_bin14	S4_bin14	01_unpublished_bakerlab	v01		00420	Loki	Loki_00420	Loki_00420	Loki_S4_bin14	Loki_S4_bin14	Loki__S4_bin14_	Loki	Loki			Lokiarchaeota	81,46	0,47	medium_quality	79,11	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/07/06		
S5_bin18	S5_bin18	01_unpublished_bakerlab	v01		00601	Thor	Thor_00601	Thor_00601	Thor_S5_bin18	Thor_S5_bin18	Thor__S5_bin18_	Thor	Thor			Thorarchaeota	86,92	3,27	medium_quality	70,57	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__		bakerlab	2022/07/06		
S5_bin29	S5_bin29	01_unpublished_bakerlab	v01		00421	Loki	Loki_00421	Loki_00421	Loki_S5_bin29	Loki_S5_bin29	Loki__S5_bin29_	Loki	Loki			Lokiarchaeota	58,65	1,4	medium_quality	51,65	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/07/06		
S6_bin33	S6_bin33	01_unpublished_bakerlab	v01		00602	Thor	Thor_00602	Thor_00602	Thor_S6_bin33	Thor_S6_bin33	Thor__S6_bin33_		Thor			Thorarchaeota	62,01	0	medium_quality	62,01	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__		bakerlab	2022/07/06		
S7_bin1	S7_bin1	01_unpublished_bakerlab	v01		00603	Thor	Thor_00603	Thor_00603	Thor_S7_bin1	Thor_S7_bin1	Thor__S7_bin1_	Thor	Thor			Thorarchaeota	86,45	0,93	medium_quality	81,8	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__		bakerlab	2022/07/06		
S7_bin6	S7_bin6	01_unpublished_bakerlab	v01		00604	Thor	Thor_00604	Thor_00604	Thor_S7_bin6	Thor_S7_bin6	Thor__S7_bin6_		Thor			Thorarchaeota	60,75	5,28	medium_quality	34,35	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__		bakerlab	2022/07/06		
S8_bin41	S8_bin41	01_unpublished_bakerlab	v01		00422	Loki	Loki_00422	Loki_00422	Loki_S8_bin41	Loki_S8_bin41	Loki__S8_bin41_	Loki	Loki			Lokiarchaeota	54,52	7,01	medium_quality	19,47	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/07/06		
SHR11	SHR11	01_unpublished_bakerlab	v01		00091	HeHe	HeHe_00091	HeHe_00091	HeHe_SHR11	HeHe_SHR11	HeHe__SHR11_	HeHeimdall	HeHeimdall		Heimdallarchaeote_GBS11; AAG_Baker	Heimdallarchaeia	93,46	1,4	high_quality	86,46	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__;s__		bakerlab	2022/07/06		
SMTZ_45	SMTZ_45	01_unpublished_bakerlab	v01		00607	Thor	Thor_00607	Thor_00607	Thor_SMTZ_45	Thor_SMTZ_45	Thor__SMTZ_45_	Thor	Thor			Thorarchaeota	70,78	4,67	medium_quality	47,43	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__		bakerlab	2022/07/06		
SMTZ1_45	SMTZ1_45_clean	01_unpublished_bakerlab	v01		00605	Thor	Thor_00605	Thor_00605	Thor_SMTZ1_45	Thor_SMTZ1_45	Thor__SMTZ1_45_	Thor	Thor			Thorarchaeota	75,83	7,01	medium_quality	40,78	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp001563335	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp001563335		bakerlab	2022/07/06		
SMTZ1_83	SMTZ1_83_clean	01_unpublished_bakerlab	v01		00606	Thor	Thor_00606	Thor_00606	Thor_SMTZ1_83	Thor_SMTZ1_83	Thor__SMTZ1_83_	Thor	Thor			Thorarchaeota	85,51	8,34	medium_quality	43,81	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__SMTZ1-83 sp001563325	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__SMTZ1-83 sp001563325		bakerlab	2022/07/06		
SR_VP_Atabeya_2	SR_VP_26_10_2019_2_100cm_Atabeya_2_FINAL	01_unpublished_bakerlab	v02	REMOVED in v04	00635	ALCG	ALCG_00635	ALCG_00635	ALCG_SR_VP_Atabeya_2	ALCG_SR_VP_Atabeya_2	ALCG__SR_VP_Atabeya_2_						98,13	3,74	high_quality	79,43				bakerlab	2022/07/06		
SR_VP_2_100cm_Bin_66	SR_VP_26_10_2019_2_100cm_Bin_66	01_unpublished_bakerlab	v01	REMOVED in v02	00258	Jord	Jord_00258	Jord_00258	Jord_SR_VP_2_100cm_Bin_66	Jord_SR_VP_2_100cm_Bin_66	Jord__SR_VP_2_100cm_Bin_66_		Jord		SR-VP_26_10_2019_2_100cm_metabat.66.fasta	Freyarchaeota	54,11	0	medium_quality	54,11	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__		bakerlab	2022/07/06		
SRVP18_hole_7m_from_trench_1_80cm_41_10	SRVP18_hole_7m_from_trench_1_80cm_41_10	01_unpublished_bakerlab	v01	REMOVED in v02	00256	Jord	Jord_00256	Jord_00256	Jord_SRVP18_hole_7m_from_trench_1_80cm_41_10	Jord_SRVP18_hole_7m_from_trench_1_80cm_41_10	Jord__SRVP18_hole_7m_from_trench_1_80cm_41_10_	Jord	Jord		SRVP18_hole-7m-from-trench_1_80cm_Novel_Archaeon_41_10.contigs.fa	Freyarchaeota	98,13	4,67	high_quality	74,78	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__		bakerlab	2022/07/06		
SRVP18_40_12	SRVP18_trench_6_60cm_40_12	01_unpublished_bakerlab	v01	REMOVED in v02	00257	Jord	Jord_00257	Jord_00257	Jord_SRVP18_40_12	Jord_SRVP18_40_12	Jord__SRVP18_40_12_	Jord	Jord		SRVP18_trench_6_60cm_Novel_Asgaard_Archaea_40_12_sub.contigs.fa	Freyarchaeota	88,71	3,12	medium_quality	73,11	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__		bakerlab	2022/07/06		
SRVP18_Freya	SRVP18_trench_6_60cm_Freya_Genome_Curated_FINAL	01_unpublished_bakerlab	v02	REMOVED in v04	00633	ALCG	ALCG_00633	ALCG_00633	ALCG_SRVP18_Freya	ALCG_SRVP18_Freya	ALCG__SRVP18_Freya_						71,03	1,4	medium_quality	64,03				bakerlab	2022/07/06		
SRVP18_sc	SRVP18_trench_6_60cm_sc_2143_40_1548_12_267_0_6_REV_3_start_adj_COMPLETE_FINAL	01_unpublished_bakerlab	v02	REMOVED in v04	00634	ALCG	ALCG_00634	ALCG_00634	ALCG_SRVP18_sc	ALCG_SRVP18_sc	ALCG__SRVP18_sc_						97,2	1,87	high_quality	87,85				bakerlab	2022/07/06		
SZ_4_bin10.233	SZ_4_bin10.233	00_published	v01		00608	Thor	Thor_00608	Thor_00608_GCA_011365025	Thor_SZ_4_bin10_233	Thor_SZ_4_bin10_233_p	Thor__SZ_4_bin10233_	Thor	Thor	GCA_011365025_1_ASM1136502v1		Thorarchaeota	83,64	2,8	medium_quality	69,64	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__SMTZ1-83 sp011365025	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__		published	2022/07/06		
SZ_4_bin10.384	SZ_4_bin10.384	00_published	v01		00218	Hela	Hela_00218	Hela_00218_GCA_011365055	Hela_SZ_4_bin10_384	Hela_SZ_4_bin10_384_p	Hela__SZ_4_bin10384_	Hel	Hel	GCA_011365055_1_ASM1136505v1		Helarchaeota	96,26	4,21	high_quality	75,21	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__RDOG01;g__RDOG01;s__RDOG01 sp011365055	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Helarchaeales;f__;g__;s__		published	2022/07/06		
SZ_4_bin2.246	SZ_4_bin2.246	00_published	v01		00151	HeHo	HeHo_00151	HeHo_00151_GCA_011364965	HeHo_SZ_4_bin2_246	HeHo_SZ_4_bin2_246_p	HeHo__SZ_4_bin2246_	HeHod	HeHod	GCA_011364965_1_ASM1136496v1		Skadiarchaeia	87,38	1,94	medium_quality	77,68	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__B3-JM-08 sp011364965	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__		published	2022/07/06		
